Trip_ID,start_area,end_area,distance_km,time_of_day,day_of_week,weather_condition,traffic_density_level,road_type,average_speed_kmph
TRIP_00868,Saket,Shahdara,18.39,Evening Peak,Weekend,Clear,Medium,Highway,47.8
TRIP_00869,Noida Sector 18,AIIMS,11.33,Afternoon,Weekend,Clear,Low,Highway,64.7
TRIP_00870,Hauz Khas,Saket,2.85,Afternoon,Weekday,Rain,High,Main Road,12.8
TRIP_00871,Lajpat Nagar,IGI Airport,13.5,Evening Peak,Weekend,Clear,High,Main Road,23.4
TRIP_00872,IGI Airport,AIIMS,10.81,Night,Weekday,Rain,Low,Highway,58.6
TRIP_00873,Punjabi Bagh,Lajpat Nagar,15.06,Afternoon,Weekday,Heatwave,Medium,Main Road,31.8
TRIP_00874,Karol Bagh,Lajpat Nagar,10.19,Afternoon,Weekday,Clear,Medium,Highway,49.9
TRIP_00875,Saket,Karol Bagh,14.26,Night,Weekday,Fog,Low,Inner Road,20.2
TRIP_00876,Kalkaji,Dwarka,21.07,Morning Peak,Weekend,Clear,Low,Highway,64.2
TRIP_00877,Civil Lines,Rohini,18.15,Afternoon,Weekday,Clear,High,Main Road,27.1
TRIP_00878,Noida Sector 18,Chandni Chowk,12.9,Afternoon,Weekday,Fog,Medium,Highway,35.1
TRIP_00879,Janakpuri,Civil Lines,14.89,Afternoon,Weekday,Clear,Very High,Highway,19.1
TRIP_00880,Saket,Pitampura,21.25,Night,Weekday,Clear,Low,Highway,79.2
TRIP_00881,Rohini,Saket,29.0,Afternoon,Weekday,Heatwave,Very High,Highway,20.4
TRIP_00882,Rohini,Kalkaji,30.48,Night,Weekday,Rain,Low,Highway,44.1
TRIP_00883,Preet Vihar,AIIMS,11.51,Evening Peak,Weekday,Clear,Very High,Main Road,11.2
TRIP_00884,Chandni Chowk,Civil Lines,3.35,Evening Peak,Weekend,Clear,Very High,Main Road,10.6
TRIP_00885,IGI Airport,Civil Lines,18.43,Evening Peak,Weekend,Clear,Very High,Highway,16.9
TRIP_00886,Shahdara,Saket,18.39,Evening Peak,Weekend,Rain,Medium,Inner Road,19.6
TRIP_00887,Civil Lines,Janakpuri,14.89,Evening Peak,Weekday,Rain,High,Main Road,20.1
TRIP_00888,Civil Lines,Chandni Chowk,3.35,Evening Peak,Weekday,Clear,High,Main Road,18.3
TRIP_00889,IGI Airport,Saket,11.0,Morning Peak,Weekend,Clear,High,Highway,33.5
TRIP_00890,Janakpuri,Kalkaji,18.68,Evening Peak,Weekday,Fog,Very High,Highway,9.4
TRIP_00891,Rohini,AIIMS,25.2,Night,Weekend,Clear,Low,Main Road,53.8
TRIP_00892,Noida Sector 18,Saket,12.72,Morning Peak,Weekday,Heatwave,High,Main Road,24.7
TRIP_00893,Civil Lines,Pitampura,9.41,Evening Peak,Weekend,Clear,Medium,Main Road,35.8
TRIP_00894,Kalkaji,Nehru Place,1.51,Evening Peak,Weekday,Heatwave,Very High,Inner Road,8.4
TRIP_00895,Rajouri Garden,Punjabi Bagh,2.52,Afternoon,Weekend,Fog,Medium,Inner Road,7.8
TRIP_00896,Pitampura,Okhla,23.54,Afternoon,Weekend,Clear,Low,Highway,76.4
TRIP_00897,Lajpat Nagar,Model Town,16.71,Morning Peak,Weekday,Clear,Very High,Inner Road,8.2
TRIP_00898,Model Town,Dwarka,19.78,Afternoon,Weekday,Rain,Medium,Main Road,21.6
TRIP_00899,Kalkaji,Dwarka,21.07,Morning Peak,Weekday,Clear,Very High,Main Road,9.4
TRIP_00900,Civil Lines,Hauz Khas,14.76,Evening Peak,Weekday,Clear,Very High,Highway,21.3
TRIP_00901,Civil Lines,Kalkaji,16.3,Evening Peak,Weekend,Clear,High,Highway,33.8
TRIP_00902,Greater Kailash,AIIMS,3.26,Evening Peak,Weekday,Clear,High,Main Road,22.4
TRIP_00903,Kalkaji,Shahdara,15.71,Afternoon,Weekday,Rain,Low,Highway,58.6
TRIP_00904,Model Town,Connaught Place,9.58,Afternoon,Weekday,Clear,High,Main Road,28.9
TRIP_00905,Preet Vihar,IGI Airport,21.04,Afternoon,Weekday,Clear,Medium,Highway,59.2
TRIP_00906,Chandni Chowk,Rohini,20.26,Morning Peak,Weekday,Fog,Very High,Highway,8.0
TRIP_00907,Okhla,Noida Sector 18,6.92,Evening Peak,Weekday,Fog,Very High,Main Road,5.3
TRIP_00908,Punjabi Bagh,AIIMS,13.63,Evening Peak,Weekend,Clear,Medium,Highway,57.5
TRIP_00909,Preet Vihar,Model Town,12.75,Morning Peak,Weekday,Rain,Medium,Main Road,27.9
TRIP_00910,Mayur Vihar,Civil Lines,10.05,Night,Weekday,Clear,Low,Main Road,39.2
TRIP_00911,Preet Vihar,Rohini,25.98,Morning Peak,Weekday,Rain,Very High,Highway,10.4
TRIP_00912,Mayur Vihar,Rajouri Garden,17.23,Morning Peak,Weekday,Clear,High,Main Road,19.1
TRIP_00913,Karol Bagh,Hauz Khas,11.44,Evening Peak,Weekday,Clear,Very High,Main Road,13.4
TRIP_00914,Mayur Vihar,Connaught Place,7.89,Afternoon,Weekend,Clear,Medium,Inner Road,13.8
TRIP_00915,Janakpuri,Rajouri Garden,4.38,Morning Peak,Weekday,Clear,Very High,Inner Road,7.6
TRIP_00916,IGI Airport,Greater Kailash,13.13,Afternoon,Weekend,Rain,Medium,Highway,43.8
TRIP_00917,Kalkaji,Janakpuri,18.68,Morning Peak,Weekday,Clear,Very High,Highway,15.6
TRIP_00918,Rajouri Garden,Kalkaji,17.69,Morning Peak,Weekday,Rain,High,Inner Road,8.4
TRIP_00919,Hauz Khas,Noida Sector 18,12.51,Morning Peak,Weekday,Clear,High,Main Road,22.0
TRIP_00920,Dwarka,Shahdara,25.37,Night,Weekend,Rain,Low,Main Road,30.2
TRIP_00921,Lajpat Nagar,Rajouri Garden,14.1,Evening Peak,Weekday,Rain,Medium,Main Road,20.3
TRIP_00922,Kalkaji,Saket,4.6,Morning Peak,Weekday,Clear,High,Inner Road,15.2
TRIP_00923,Karol Bagh,Vasant Kunj,15.08,Evening Peak,Weekday,Clear,Medium,Highway,59.0
TRIP_00924,Rajouri Garden,Okhla,19.41,Afternoon,Weekday,Rain,Medium,Main Road,20.2
TRIP_00925,AIIMS,Preet Vihar,11.51,Morning Peak,Weekday,Fog,High,Main Road,11.4
TRIP_00926,Model Town,Rohini,13.8,Afternoon,Weekday,Fog,Medium,Main Road,17.2
TRIP_00927,Connaught Place,Lajpat Nagar,7.13,Morning Peak,Weekday,Fog,High,Main Road,9.6
TRIP_00928,Punjabi Bagh,AIIMS,13.63,Evening Peak,Weekday,Clear,High,Main Road,19.7
TRIP_00929,Shahdara,Preet Vihar,3.56,Afternoon,Weekday,Rain,Low,Inner Road,24.1
TRIP_00930,Rohini,Preet Vihar,25.98,Afternoon,Weekend,Clear,High,Highway,38.9
TRIP_00931,Mayur Vihar,Preet Vihar,3.05,Afternoon,Weekend,Rain,Medium,Inner Road,17.0
TRIP_00932,Karol Bagh,Dwarka,15.59,Evening Peak,Weekday,Heatwave,High,Highway,29.9
TRIP_00933,AIIMS,Nehru Place,4.68,Evening Peak,Weekday,Fog,Medium,Inner Road,8.9
TRIP_00934,Kalkaji,Noida Sector 18,8.19,Evening Peak,Weekday,Clear,Very High,Main Road,12.4
TRIP_00935,Preet Vihar,Rajouri Garden,16.6,Evening Peak,Weekday,Clear,High,Highway,33.9
TRIP_00936,Okhla,Hauz Khas,7.23,Evening Peak,Weekend,Clear,Low,Main Road,57.0
TRIP_00937,Noida Sector 18,Janakpuri,23.96,Afternoon,Weekday,Clear,Low,Highway,76.1
TRIP_00938,Saket,IGI Airport,11.0,Evening Peak,Weekday,Clear,High,Main Road,27.5
TRIP_00939,Okhla,Rajouri Garden,19.41,Afternoon,Weekday,Fog,High,Main Road,15.2
TRIP_00940,Connaught Place,Model Town,9.58,Morning Peak,Weekday,Fog,Very High,Inner Road,5.1
TRIP_00941,Model Town,Nehru Place,19.38,Afternoon,Weekday,Clear,High,Inner Road,8.3
TRIP_00942,Shahdara,Karol Bagh,9.9,Evening Peak,Weekday,Clear,Very High,Main Road,15.0
TRIP_00943,Lajpat Nagar,Vasant Kunj,9.65,Night,Weekday,Clear,Low,Main Road,40.6
TRIP_00944,Connaught Place,Noida Sector 18,12.67,Evening Peak,Weekday,Clear,High,Inner Road,8.3
TRIP_00945,Civil Lines,IGI Airport,18.43,Morning Peak,Weekday,Heatwave,Very High,Main Road,13.6
TRIP_00946,Nehru Place,Shahdara,14.22,Evening Peak,Weekday,Clear,High,Inner Road,12.3
TRIP_00947,Okhla,Noida Sector 18,6.92,Morning Peak,Weekday,Fog,High,Highway,19.5
TRIP_00948,Civil Lines,Preet Vihar,7.88,Evening Peak,Weekday,Rain,High,Highway,27.0
TRIP_00949,Mayur Vihar,Connaught Place,7.89,Morning Peak,Weekday,Clear,High,Highway,37.7
TRIP_00950,Model Town,Mayur Vihar,15.05,Morning Peak,Weekday,Rain,High,Highway,23.9
TRIP_00951,Chandni Chowk,Okhla,13.88,Afternoon,Weekday,Clear,Medium,Main Road,41.1
TRIP_00952,Model Town,Hauz Khas,18.43,Evening Peak,Weekday,Clear,Very High,Main Road,9.7
TRIP_00953,Karol Bagh,Civil Lines,4.62,Morning Peak,Weekday,Clear,High,Inner Road,19.6
TRIP_00954,Greater Kailash,Vasant Kunj,8.11,Night,Weekday,Clear,Low,Main Road,41.3
TRIP_00955,Chandni Chowk,Hauz Khas,11.65,Morning Peak,Weekend,Heatwave,Very High,Highway,15.6
TRIP_00956,Shahdara,Okhla,15.92,Evening Peak,Weekday,Rain,Very High,Main Road,10.2
TRIP_00957,Pitampura,Mayur Vihar,18.76,Afternoon,Weekday,Clear,Very High,Main Road,14.0
TRIP_00958,Civil Lines,Nehru Place,14.85,Morning Peak,Weekday,Clear,High,Main Road,30.0
TRIP_00959,Rajouri Garden,Pitampura,6.43,Afternoon,Weekend,Heatwave,Medium,Inner Road,10.7
TRIP_00960,Shahdara,Lajpat Nagar,12.53,Afternoon,Weekday,Rain,High,Main Road,18.3
TRIP_00961,Civil Lines,AIIMS,12.66,Afternoon,Weekday,Clear,Low,Main Road,39.3
TRIP_00962,Preet Vihar,Kalkaji,12.39,Afternoon,Weekend,Heatwave,High,Main Road,21.2
TRIP_00963,Vasant Kunj,Rohini,27.39,Morning Peak,Weekend,Clear,Medium,Main Road,40.3
TRIP_00964,Okhla,Rajouri Garden,19.41,Morning Peak,Weekday,Clear,High,Main Road,31.1
TRIP_00965,Model Town,Punjabi Bagh,7.93,Morning Peak,Weekday,Rain,High,Main Road,14.1
TRIP_00966,Rohini,Dwarka,17.53,Evening Peak,Weekday,Clear,High,Highway,38.4
TRIP_00967,Kalkaji,Lajpat Nagar,4.08,Morning Peak,Weekend,Rain,High,Highway,29.0
TRIP_00968,Vasant Kunj,Rajouri Garden,14.56,Morning Peak,Weekday,Clear,Low,Highway,64.5
TRIP_00969,Preet Vihar,AIIMS,11.51,Night,Weekend,Clear,Low,Main Road,59.2
TRIP_00970,Vasant Kunj,Civil Lines,19.08,Afternoon,Weekday,Clear,Medium,Highway,52.9
TRIP_00971,Vasant Kunj,Rajouri Garden,14.56,Afternoon,Weekday,Heatwave,Low,Main Road,41.4
TRIP_00972,Rajouri Garden,Nehru Place,16.77,Afternoon,Weekday,Clear,Low,Main Road,46.3
TRIP_00973,Vasant Kunj,Pitampura,20.67,Afternoon,Weekday,Rain,Medium,Main Road,28.9
TRIP_00974,Civil Lines,Connaught Place,5.49,Morning Peak,Weekend,Clear,Very High,Main Road,13.1
TRIP_00975,Rohini,Nehru Place,29.42,Afternoon,Weekday,Clear,Medium,Main Road,28.0
TRIP_00976,Hauz Khas,Civil Lines,14.76,Morning Peak,Weekday,Heatwave,Very High,Main Road,10.2
TRIP_00977,Rohini,Hauz Khas,26.29,Night,Weekday,Clear,Low,Main Road,53.1
TRIP_00978,Saket,Nehru Place,5.32,Evening Peak,Weekday,Fog,Very High,Inner Road,5.2
TRIP_00979,Mayur Vihar,Pitampura,18.76,Afternoon,Weekday,Heatwave,Medium,Main Road,40.4
TRIP_00980,Kalkaji,Mayur Vihar,9.67,Afternoon,Weekend,Clear,Medium,Main Road,40.9
TRIP_00981,Connaught Place,Shahdara,8.44,Night,Weekend,Clear,Low,Main Road,42.5
TRIP_00982,Saket,Hauz Khas,2.85,Afternoon,Weekday,Clear,Low,Inner Road,35.3
TRIP_00983,Okhla,Preet Vihar,12.45,Night,Weekday,Clear,High,Main Road,18.5
TRIP_00984,Greater Kailash,Karol Bagh,12.43,Evening Peak,Weekend,Clear,Medium,Highway,63.5
TRIP_00985,Karol Bagh,Chandni Chowk,3.94,Morning Peak,Weekday,Clear,High,Inner Road,11.7
TRIP_00986,Lajpat Nagar,Mayur Vihar,7.45,Afternoon,Weekday,Clear,High,Main Road,26.8
TRIP_00987,Vasant Kunj,Connaught Place,13.75,Morning Peak,Weekday,Heatwave,Very High,Main Road,9.0
TRIP_00988,Punjabi Bagh,Shahdara,15.41,Afternoon,Weekday,Heatwave,Low,Main Road,37.4
TRIP_00989,IGI Airport,Shahdara,22.57,Night,Weekday,Clear,Low,Highway,65.2
TRIP_00990,Lajpat Nagar,Hauz Khas,4.29,Morning Peak,Weekday,Clear,Medium,Inner Road,18.1
TRIP_00991,Dwarka,Vasant Kunj,13.52,Evening Peak,Weekday,Heatwave,Very High,Highway,15.3
TRIP_00992,Rajouri Garden,Mayur Vihar,17.23,Morning Peak,Weekend,Rain,Medium,Highway,32.8
TRIP_00993,Mayur Vihar,IGI Airport,20.09,Evening Peak,Weekday,Rain,High,Highway,28.8
TRIP_00994,IGI Airport,Connaught Place,14.14,Night,Weekday,Clear,Medium,Highway,63.8
TRIP_00995,Nehru Place,Civil Lines,14.85,Evening Peak,Weekend,Clear,Medium,Highway,56.8
TRIP_00996,Hauz Khas,Rohini,26.29,Morning Peak,Weekday,Rain,High,Highway,25.2
TRIP_00997,Dwarka,Saket,17.4,Evening Peak,Weekend,Rain,Very High,Main Road,9.2
TRIP_00998,Hauz Khas,Vasant Kunj,5.36,Night,Weekday,Rain,Low,Main Road,34.5
TRIP_00999,Preet Vihar,Vasant Kunj,18.93,Night,Weekend,Clear,Low,Highway,60.8
TRIP_01000,Nehru Place,Lajpat Nagar,2.8,Night,Weekday,Clear,Low,Main Road,55.1
TRIP_01001,IGI Airport,Rajouri Garden,10.32,Morning Peak,Weekday,Heatwave,High,Main Road,28.7
TRIP_01002,AIIMS,Pitampura,17.0,Morning Peak,Weekday,Clear,Very High,Main Road,11.7
TRIP_01003,Civil Lines,Saket,17.43,Evening Peak,Weekday,Clear,Very High,Main Road,12.9
TRIP_01004,Chandni Chowk,Nehru Place,11.5,Afternoon,Weekday,Clear,High,Highway,32.0
TRIP_01005,Vasant Kunj,Connaught Place,13.75,Afternoon,Weekday,Clear,High,Main Road,24.6
TRIP_01006,Punjabi Bagh,Rohini,11.6,Evening Peak,Weekday,Heatwave,Medium,Main Road,40.2
TRIP_01007,Kalkaji,Model Town,20.77,Morning Peak,Weekend,Clear,High,Main Road,17.7
TRIP_01008,Kalkaji,IGI Airport,15.01,Afternoon,Weekday,Clear,Medium,Main Road,29.1
TRIP_01009,Shahdara,Karol Bagh,9.9,Morning Peak,Weekday,Clear,Low,Main Road,58.6
TRIP_01010,Chandni Chowk,Preet Vihar,6.1,Night,Weekday,Rain,Medium,Main Road,24.0
TRIP_01011,Shahdara,Mayur Vihar,6.61,Morning Peak,Weekend,Clear,Very High,Main Road,12.2
TRIP_01012,Chandni Chowk,Vasant Kunj,16.27,Afternoon,Weekday,Clear,High,Main Road,17.4
TRIP_01013,Dwarka,Nehru Place,20.8,Morning Peak,Weekday,Rain,Very High,Highway,11.8
TRIP_01014,Civil Lines,IGI Airport,18.43,Afternoon,Weekend,Clear,Medium,Highway,58.9
TRIP_01015,Dwarka,Chandni Chowk,19.18,Morning Peak,Weekday,Heatwave,Very High,Main Road,13.3
TRIP_01016,Shahdara,Civil Lines,6.29,Evening Peak,Weekday,Clear,High,Inner Road,13.4
TRIP_01017,Connaught Place,Rajouri Garden,9.35,Evening Peak,Weekday,Heatwave,High,Highway,42.6
TRIP_01018,Karol Bagh,Lajpat Nagar,10.19,Evening Peak,Weekend,Clear,Medium,Inner Road,19.4
TRIP_01019,Janakpuri,Punjabi Bagh,6.67,Evening Peak,Weekday,Clear,Medium,Highway,51.6
TRIP_01020,IGI Airport,Model Town,19.83,Morning Peak,Weekday,Fog,Very High,Main Road,5.3
TRIP_01021,Vasant Kunj,Nehru Place,9.97,Evening Peak,Weekday,Clear,High,Highway,40.9
TRIP_01022,Shahdara,Model Town,10.5,Evening Peak,Weekend,Heatwave,Medium,Main Road,30.5
TRIP_01023,Vasant Kunj,Model Town,22.01,Afternoon,Weekend,Clear,High,Highway,39.2
TRIP_01024,IGI Airport,Shahdara,22.57,Afternoon,Weekend,Clear,Medium,Main Road,31.1
TRIP_01025,IGI Airport,Karol Bagh,13.83,Morning Peak,Weekday,Clear,Very High,Main Road,9.0
TRIP_01026,Noida Sector 18,Rajouri Garden,21.63,Afternoon,Weekend,Clear,Medium,Highway,56.1
TRIP_01027,Hauz Khas,Preet Vihar,13.62,Evening Peak,Weekday,Clear,High,Main Road,22.0
TRIP_01028,Kalkaji,Shahdara,15.71,Afternoon,Weekday,Clear,Very High,Inner Road,8.2
TRIP_01029,Saket,Vasant Kunj,4.88,Afternoon,Weekday,Clear,High,Inner Road,9.7
TRIP_01030,Civil Lines,Kalkaji,16.3,Evening Peak,Weekday,Heatwave,High,Inner Road,15.9
TRIP_01031,Okhla,Greater Kailash,4.03,Evening Peak,Weekday,Clear,High,Inner Road,15.4
TRIP_01032,Shahdara,Saket,18.39,Morning Peak,Weekday,Fog,Medium,Inner Road,15.7
TRIP_01033,Hauz Khas,Rohini,26.29,Evening Peak,Weekday,Fog,Medium,Main Road,21.9
TRIP_01034,Lajpat Nagar,Kalkaji,4.08,Evening Peak,Weekday,Clear,Medium,Inner Road,23.6
TRIP_01035,Hauz Khas,Greater Kailash,3.32,Night,Weekday,Clear,High,Inner Road,16.7
TRIP_01036,Chandni Chowk,Kalkaji,12.95,Morning Peak,Weekday,Fog,High,Main Road,9.9
TRIP_01037,Chandni Chowk,Shahdara,6.2,Evening Peak,Weekday,Heatwave,Medium,Main Road,28.9
TRIP_01038,Rajouri Garden,AIIMS,12.31,Night,Weekday,Clear,Low,Highway,85.0
TRIP_01039,Civil Lines,Rajouri Garden,10.68,Morning Peak,Weekday,Clear,High,Inner Road,11.2
TRIP_01040,Rajouri Garden,Punjabi Bagh,2.52,Morning Peak,Weekday,Rain,High,Inner Road,7.8
TRIP_01041,Karol Bagh,Okhla,15.59,Afternoon,Weekday,Clear,Low,Highway,62.6
TRIP_01042,AIIMS,Okhla,7.2,Evening Peak,Weekday,Clear,High,Main Road,27.3
TRIP_01043,Lajpat Nagar,Rajouri Garden,14.1,Evening Peak,Weekday,Clear,Medium,Main Road,36.6
TRIP_01044,Okhla,Model Town,21.87,Morning Peak,Weekend,Fog,Medium,Highway,24.6
TRIP_01045,Vasant Kunj,Karol Bagh,15.08,Night,Weekday,Clear,Low,Main Road,50.6
TRIP_01046,Rohini,Mayur Vihar,27.72,Morning Peak,Weekend,Clear,Very High,Highway,20.2
TRIP_01047,Connaught Place,Hauz Khas,9.27,Evening Peak,Weekday,Heatwave,High,Main Road,22.1
TRIP_01048,Punjabi Bagh,Hauz Khas,14.84,Evening Peak,Weekday,Clear,Very High,Highway,20.5
TRIP_01049,Okhla,Dwarka,23.01,Afternoon,Weekday,Rain,Medium,Main Road,22.6
TRIP_01050,Noida Sector 18,Saket,12.72,Evening Peak,Weekday,Rain,High,Main Road,20.1
TRIP_01051,Vasant Kunj,Hauz Khas,5.36,Evening Peak,Weekend,Clear,High,Main Road,23.4
TRIP_01052,Punjabi Bagh,Pitampura,3.98,Afternoon,Weekday,Heatwave,Medium,Inner Road,27.6
TRIP_01053,Chandni Chowk,IGI Airport,16.54,Evening Peak,Weekday,Heatwave,High,Main Road,22.5
TRIP_01054,Rajouri Garden,Mayur Vihar,17.23,Morning Peak,Weekday,Clear,Very High,Main Road,14.8
TRIP_01055,Hauz Khas,Pitampura,18.42,Evening Peak,Weekend,Rain,Medium,Main Road,18.7
TRIP_01056,Punjabi Bagh,Preet Vihar,16.03,Morning Peak,Weekday,Fog,Very High,Highway,11.2
TRIP_01057,Vasant Kunj,Punjabi Bagh,16.74,Morning Peak,Weekday,Clear,Very High,Highway,15.3
TRIP_01058,Kalkaji,Dwarka,21.07,Night,Weekend,Clear,Medium,Highway,58.7
TRIP_01059,Chandni Chowk,Shahdara,6.2,Afternoon,Weekday,Clear,Medium,Inner Road,13.6
TRIP_01060,Mayur Vihar,Chandni Chowk,7.47,Afternoon,Weekday,Clear,High,Inner Road,17.5
TRIP_01061,Hauz Khas,IGI Airport,9.81,Afternoon,Weekday,Clear,High,Main Road,21.5
TRIP_01062,Dwarka,Rohini,17.53,Afternoon,Weekday,Heatwave,Very High,Main Road,12.7
TRIP_01063,Rajouri Garden,Greater Kailash,15.57,Evening Peak,Weekday,Rain,Very High,Highway,12.4
TRIP_01064,Rohini,Pitampura,8.97,Evening Peak,Weekday,Clear,High,Inner Road,16.9
TRIP_01065,Model Town,Shahdara,10.5,Morning Peak,Weekday,Clear,High,Main Road,26.8
TRIP_01066,Punjabi Bagh,Okhla,20.5,Evening Peak,Weekday,Heatwave,High,Highway,37.1
TRIP_01067,Janakpuri,Lajpat Nagar,15.7,Afternoon,Weekday,Clear,Low,Main Road,46.0
TRIP_01068,Shahdara,Janakpuri,20.44,Evening Peak,Weekday,Clear,High,Highway,33.8
TRIP_01069,Lajpat Nagar,Noida Sector 18,8.66,Night,Weekday,Rain,Low,Main Road,33.9
TRIP_01070,Connaught Place,Vasant Kunj,13.75,Evening Peak,Weekday,Fog,High,Main Road,14.3
TRIP_01071,Saket,Vasant Kunj,4.88,Evening Peak,Weekday,Clear,High,Main Road,26.8
TRIP_01072,Model Town,Punjabi Bagh,7.93,Morning Peak,Weekday,Heatwave,High,Main Road,17.8
TRIP_01073,Preet Vihar,Lajpat Nagar,9.58,Night,Weekday,Clear,Medium,Main Road,28.7
TRIP_01074,Pitampura,AIIMS,17.0,Afternoon,Weekday,Clear,High,Highway,35.2
TRIP_01075,Kalkaji,Shahdara,15.71,Evening Peak,Weekday,Rain,Very High,Inner Road,5.2
TRIP_01076,Noida Sector 18,Lajpat Nagar,8.66,Morning Peak,Weekday,Clear,High,Main Road,27.6
TRIP_01077,Greater Kailash,Civil Lines,14.87,Morning Peak,Weekday,Clear,High,Highway,31.4
TRIP_01078,Rohini,Lajpat Nagar,26.64,Evening Peak,Weekday,Clear,Very High,Highway,20.9
TRIP_01079,Chandni Chowk,Kalkaji,12.95,Evening Peak,Weekday,Clear,Very High,Main Road,8.6
TRIP_01080,Connaught Place,Rohini,20.4,Afternoon,Weekday,Clear,Low,Highway,64.3
TRIP_01081,Kalkaji,IGI Airport,15.01,Morning Peak,Weekday,Clear,Very High,Inner Road,8.7
TRIP_01082,Model Town,Lajpat Nagar,16.71,Evening Peak,Weekday,Clear,Medium,Inner Road,17.0
TRIP_01083,Shahdara,Hauz Khas,16.26,Evening Peak,Weekday,Heatwave,Very High,Highway,17.9
TRIP_01084,Civil Lines,Janakpuri,14.89,Morning Peak,Weekday,Heatwave,High,Inner Road,17.7
TRIP_01085,Connaught Place,Pitampura,11.52,Morning Peak,Weekday,Clear,Very High,Highway,16.5
TRIP_01086,AIIMS,Janakpuri,13.39,Afternoon,Weekend,Clear,Low,Main Road,47.7
TRIP_01087,Punjabi Bagh,Civil Lines,9.27,Morning Peak,Weekend,Clear,Very High,Main Road,13.4
TRIP_01088,Karol Bagh,Punjabi Bagh,6.08,Afternoon,Weekday,Rain,Medium,Main Road,26.1
TRIP_01089,Kalkaji,Mayur Vihar,9.67,Afternoon,Weekend,Clear,Medium,Highway,60.1
TRIP_01090,Vasant Kunj,Noida Sector 18,17.44,Afternoon,Weekend,Clear,High,Main Road,24.5
TRIP_01091,Dwarka,Vasant Kunj,13.52,Morning Peak,Weekday,Clear,High,Inner Road,12.5
TRIP_01092,Janakpuri,Connaught Place,12.63,Night,Weekday,Fog,Low,Highway,41.9
TRIP_01093,Okhla,Nehru Place,2.67,Night,Weekday,Fog,Low,Inner Road,21.9
TRIP_01094,Rajouri Garden,Saket,15.91,Morning Peak,Weekday,Clear,Very High,Main Road,10.8
TRIP_01095,AIIMS,Vasant Kunj,7.41,Afternoon,Weekday,Rain,Medium,Main Road,24.7
TRIP_01096,Noida Sector 18,Nehru Place,7.47,Morning Peak,Weekend,Rain,Medium,Main Road,29.2
TRIP_01097,Nehru Place,Civil Lines,14.85,Afternoon,Weekday,Clear,Very High,Main Road,11.9
TRIP_01098,Kalkaji,Pitampura,22.07,Afternoon,Weekend,Rain,Low,Highway,63.2
TRIP_01099,Kalkaji,Civil Lines,16.3,Morning Peak,Weekday,Heatwave,High,Highway,35.7
TRIP_01100,Chandni Chowk,Dwarka,19.18,Evening Peak,Weekday,Clear,Very High,Main Road,12.0
TRIP_01101,AIIMS,Rajouri Garden,12.31,Afternoon,Weekday,Clear,High,Main Road,28.9
TRIP_01102,Karol Bagh,Rajouri Garden,6.66,Evening Peak,Weekend,Clear,High,Main Road,27.4
TRIP_01103,Karol Bagh,Okhla,15.59,Evening Peak,Weekend,Clear,High,Main Road,26.9
TRIP_01104,Connaught Place,Kalkaji,11.2,Afternoon,Weekday,Heatwave,Medium,Inner Road,14.2
TRIP_01105,AIIMS,Nehru Place,4.68,Evening Peak,Weekend,Fog,Low,Inner Road,13.6
TRIP_01106,Dwarka,Mayur Vihar,24.43,Morning Peak,Weekday,Clear,Medium,Main Road,31.2
TRIP_01107,Rohini,Dwarka,17.53,Morning Peak,Weekend,Clear,Medium,Main Road,34.0
TRIP_01108,Punjabi Bagh,Chandni Chowk,9.93,Morning Peak,Weekday,Heatwave,High,Main Road,27.5
TRIP_01109,Dwarka,Mayur Vihar,24.43,Afternoon,Weekday,Clear,High,Highway,44.5
TRIP_01110,Nehru Place,Saket,5.32,Night,Weekday,Clear,Medium,Inner Road,27.6
TRIP_01111,Vasant Kunj,AIIMS,7.41,Morning Peak,Weekend,Clear,Medium,Main Road,26.2
TRIP_01112,Connaught Place,Saket,11.95,Afternoon,Weekday,Clear,Low,Highway,77.1
TRIP_01113,Preet Vihar,Punjabi Bagh,16.03,Morning Peak,Weekend,Clear,High,Main Road,17.6
TRIP_01114,Punjabi Bagh,Janakpuri,6.67,Afternoon,Weekday,Heatwave,High,Main Road,16.7
TRIP_01115,Mayur Vihar,Greater Kailash,9.55,Evening Peak,Weekend,Clear,Low,Main Road,54.8
TRIP_01116,Connaught Place,Punjabi Bagh,9.3,Afternoon,Weekday,Clear,Low,Main Road,42.3
TRIP_01117,Okhla,Greater Kailash,4.03,Night,Weekday,Clear,Medium,Main Road,37.7
TRIP_01118,Okhla,Nehru Place,2.67,Morning Peak,Weekday,Clear,Medium,Inner Road,21.5
TRIP_01119,AIIMS,Chandni Chowk,9.5,Afternoon,Weekday,Clear,Low,Main Road,38.0
TRIP_01120,Pitampura,Shahdara,15.65,Afternoon,Weekday,Rain,Medium,Highway,34.6
TRIP_01121,Punjabi Bagh,Greater Kailash,16.84,Afternoon,Weekday,Rain,Low,Highway,55.3
TRIP_01122,Kalkaji,Rajouri Garden,17.69,Evening Peak,Weekday,Rain,Very High,Highway,11.9
TRIP_01123,Connaught Place,Nehru Place,9.83,Morning Peak,Weekday,Clear,High,Highway,39.4
TRIP_01124,Vasant Kunj,Janakpuri,13.24,Afternoon,Weekend,Fog,High,Main Road,13.8
